candidate,dataset,family,route,primary,questions,ndcg_at_10,recall_at_10,mrr_at_10,full_qrel_coverage_at_10,p95_ms,double_build_seconds,knowledge_bytes,agent_execution_seconds,native_trial_seconds,generation,profile
g0-baseline,astro,embeddings,vector,False,40,0.5334457484471828,0.6875,0.551875,0.55,17.283722999763995,27.88638931899959,13011524,36.770726,81.228282,0,baseline
g0-baseline,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.45914300017102505,8.80677661799973,52554726,11.333599,56.185037,0,baseline
g0-baseline,astro,adaptive,adaptive,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,3213.629840000067,55.81956506999995,34362290,130.79941,173.558196,0,baseline
g0-baseline,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,136.96363000008205,146.28162759099996,14940327,150.37589,190.954406,0,baseline
g0-baseline,astro,entity-graph,entity,False,40,0.6801418974632101,0.8729166666666666,0.6886011904761904,0.725,1222.5894700000026,96.13732884599995,114816438,277.933964,320.151138,0,baseline
g0-baseline,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1306.5884229999938,96.13732884599995,114816438,277.933964,320.151138,0,baseline
g0-baseline,astro,entity-graph,lexical,False,40,0.726198653452655,0.825,0.8204166666666668,0.6,1218.7346270002308,96.13732884599995,114816438,277.933964,320.151138,0,baseline
g0-baseline,astro,entity-graph,traversal,False,40,0.32300205166298396,0.5041666666666667,0.303125,0.35,1159.2597640001259,96.13732884599995,114816438,277.933964,320.151138,0,baseline
g0-baseline,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1552.5814050006375,71.95074978000048,8016106,110.480975,155.047033,0,baseline
g0-baseline,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,329.089040999861,37.81327656299982,74673183,53.411159,94.655805,0,baseline
g0-baseline,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,142.15320899984363,21.191731253999933,32612315,25.566151,66.875858,0,baseline
g0-baseline,enterprise,ensemble,fast,False,40,0.5232169354564508,0.5899801587301587,0.5906944444444444,0.475,1613.605509000081,268.41955222900015,19997413,399.110179,442.073791,0,baseline
g0-baseline,enterprise,ensemble,quality,True,40,0.5534950398893288,0.5899801587301587,0.6035714285714285,0.475,1736.9530349997149,268.41955222900015,19997413,399.110179,442.073791,0,baseline
g0-baseline,enterprise,ensemble,robust,False,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,2068.9257290005116,268.41955222900015,19997413,399.110179,442.073791,0,baseline
g0-baseline,data-science,ensemble,fast,False,40,0.9443798652334638,0.9916666666666666,0.9675,0.975,10589.13820700036,1331.9044788830006,917220099,2349.188455,2395.204841,0,baseline
g0-baseline,data-science,ensemble,quality,True,40,0.9278098590730673,0.9916666666666666,0.9410714285714287,0.975,11908.40524899977,1331.9044788830006,917220099,2349.188455,2395.204841,0,baseline
g0-baseline,data-science,ensemble,robust,False,40,0.9178174181007902,0.9916666666666666,0.9322916666666666,0.975,2611.2085049999223,1331.9044788830006,917220099,2349.188455,2395.204841,0,baseline
g0-baseline,astro,classical,association,False,40,0.833714038207259,0.8875,0.9145833333333334,0.725,83.13050699962332,50.11306630600029,34361114,65.756999,107.043979,0,baseline
g0-baseline,astro,classical,bm25,False,40,0.8312722975904278,0.8875,0.9208333333333334,0.725,66.45710599968879,50.11306630600029,34361114,65.756999,107.043979,0,baseline
g0-baseline,astro,classical,fusion,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,86.17675300047267,50.11306630600029,34361114,65.756999,107.043979,0,baseline
g0-baseline,astro,classical,topic,False,40,0.8321779745083969,0.8875,0.9145833333333334,0.725,84.26844099994923,50.11306630600029,34361114,65.756999,107.043979,0,baseline
g0-baseline,architecture,adaptive,adaptive,True,40,0.8560699230171966,0.9520833333333334,0.905,0.875,2008.027559999391,145.3557971350001,152558593,219.629255,263.205016,0,baseline
g0-neural-record,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,145.62613599991892,38.569750693999595,17785739,44.176349,89.175947,0,neural-record
g0-neural-record,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.3166969997182605,39.066953216999536,4933955,40.036692,81.590546,0,neural-record
g0-neural-record,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,98.64107800058264,16.015116436000426,32608496,20.920558,65.047622,0,neural-record
g0-neural-record,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,497.95865600026445,20.630330609999874,158821350,38.097152,80.677328,0,neural-record
g0-neural-record,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,40.53986199960491,40.39364229600051,23927107,42.341892,84.88932,0,neural-record
g0-neural-record,architecture,classical,association,False,40,0.9255793625876316,0.9729166666666667,0.975,0.925,1052.3814919997676,147.59185595200051,172206005,300.781484,346.861618,0,neural-record
g0-neural-record,architecture,classical,bm25,False,40,0.8417873692522331,0.8375,0.95,0.65,888.8328769999134,147.59185595200051,172206005,300.781484,346.861618,0,neural-record
g0-neural-record,architecture,classical,fusion,True,40,0.9257807641624444,0.9729166666666667,0.975,0.925,1034.7136170003068,147.59185595200051,172206005,300.781484,346.861618,0,neural-record
g0-neural-record,architecture,classical,topic,False,40,0.9255793625876316,0.9729166666666667,0.975,0.925,916.159680000419,147.59185595200051,172206005,300.781484,346.861618,0,neural-record
g0-neural-record,enterprise,entity-graph,entity,False,40,0.4525282790837736,0.5657738095238095,0.46673611111111113,0.45,54.25004999960947,65.69782159500028,13856388,74.05011,118.233475,0,neural-record
g0-neural-record,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,56.53337700005068,65.69782159500028,13856388,74.05011,118.233475,0,neural-record
g0-neural-record,enterprise,entity-graph,lexical,False,40,0.5940418860485238,0.6373015873015873,0.6077777777777778,0.55,69.78923099995882,65.69782159500028,13856388,74.05011,118.233475,0,neural-record
g0-neural-record,enterprise,entity-graph,traversal,False,40,0.43274149507640913,0.5032738095238095,0.4604166666666667,0.375,58.5399370002051,65.69782159500028,13856388,74.05011,118.233475,0,neural-record
g0-neural-record,architecture,ensemble,fast,False,40,0.860373125427927,0.9520833333333334,0.89375,0.875,4696.708825000314,701.4965453640007,458364154,1153.156824,1198.105613,0,neural-record
g0-neural-record,architecture,ensemble,quality,True,40,0.8403672877146825,0.9520833333333334,0.8675,0.875,5578.468756999428,701.4965453640007,458364154,1153.156824,1198.105613,0,neural-record
g0-neural-record,architecture,ensemble,robust,False,40,0.8560699230171966,0.9520833333333334,0.905,0.875,1869.5016749989009,701.4965453640007,458364154,1153.156824,1198.105613,0,neural-record
g0-neural-record,data-science,embeddings,hybrid,True,40,0.8789004393851517,0.975,0.8834325396825398,0.95,1092.1958039998572,66.15165623200028,79076741,151.275185,196.970354,0,neural-record
g0-neural-record,data-science,embeddings,lexical,False,40,0.6323564091118224,0.8333333333333334,0.5818749999999999,0.75,969.2869210002755,66.15165623200028,79076741,151.275185,196.970354,0,neural-record
g0-neural-record,data-science,embeddings,vector,False,40,0.8791962894255173,0.975,0.87375,0.925,148.86343299986038,66.15165623200028,79076741,151.275185,196.970354,0,neural-record
g0-neural-record,data-science,classical,association,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,949.5330070003547,265.13485679600035,266251750,441.705676,484.53542,0,neural-record
g0-neural-record,data-science,classical,bm25,False,40,0.9308126691707017,0.9833333333333334,0.940625,0.95,910.9125150007458,265.13485679600035,266251750,441.705676,484.53542,0,neural-record
g0-neural-record,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,961.7975019991718,265.13485679600035,266251750,441.705676,484.53542,0,neural-record
g0-neural-record,data-science,classical,topic,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,942.2249789986381,265.13485679600035,266251750,441.705676,484.53542,0,neural-record
g0-neural-record,enterprise,embeddings,hybrid,True,40,0.6319043854152289,0.6838293650793651,0.64375,0.575,194.526097000562,81.85631683300016,9891587,102.062163,143.053142,0,neural-record
g0-neural-record,enterprise,embeddings,lexical,False,40,0.5906691808155105,0.6185515873015872,0.615,0.5,9.772638000868028,81.85631683300016,9891587,102.062163,143.053142,0,neural-record
g0-neural-record,enterprise,embeddings,vector,False,40,0.6070458273832384,0.6893849206349206,0.6081547619047619,0.575,188.18233199999668,81.85631683300016,9891587,102.062163,143.053142,0,neural-record
g0-neural-record,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.19520500063663349,5.115017979998811,25449713,6.576905,46.79803,0,neural-record
g0-neural-record,architecture,entity-graph,entity,False,40,0.8175814821278008,0.9354166666666666,0.8114880952380952,0.825,3145.987896999941,202.81157432200052,318372177,667.353324,709.425877,0,neural-record
g0-neural-record,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,3051.837885999703,202.81157432200052,318372177,667.353324,709.425877,0,neural-record
g0-neural-record,architecture,entity-graph,lexical,False,40,0.8898418537701088,0.9833333333333334,0.8925000000000001,0.95,2995.665092999843,202.81157432200052,318372177,667.353324,709.425877,0,neural-record
