candidate,dataset,family,route,primary,questions,ndcg_at_10,recall_at_10,mrr_at_10,full_qrel_coverage_at_10,p95_ms,double_build_seconds,knowledge_bytes,agent_execution_seconds,native_trial_seconds
baseline,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,99.4060820003142,27.88638931899959,13011524,36.770726,81.228282
baseline,astro,embeddings,lexical,False,40,0.8595317947189383,0.8875,0.9541666666666666,0.725,84.0404599998692,27.88638931899959,13011524,36.770726,81.228282
baseline,astro,embeddings,vector,False,40,0.5334457484471828,0.6875,0.551875,0.55,17.283722999763995,27.88638931899959,13011524,36.770726,81.228282
baseline,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.45914300017102505,8.80677661799973,52554726,11.333599,56.185037
baseline,astro,adaptive,adaptive,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,3213.629840000067,55.81956506999995,34362290,130.79941,173.558196
baseline,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,136.96363000008205,146.28162759099996,14940327,150.37589,190.954406
baseline,astro,entity-graph,entity,False,40,0.6801418974632101,0.8729166666666666,0.6886011904761904,0.725,1222.5894700000026,96.13732884599995,114816438,277.933964,320.151138
baseline,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1306.5884229999938,96.13732884599995,114816438,277.933964,320.151138
baseline,astro,entity-graph,lexical,False,40,0.726198653452655,0.825,0.8204166666666668,0.6,1218.7346270002308,96.13732884599995,114816438,277.933964,320.151138
baseline,astro,entity-graph,traversal,False,40,0.32300205166298396,0.5041666666666667,0.303125,0.35,1159.2597640001259,96.13732884599995,114816438,277.933964,320.151138
baseline,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1552.5814050006375,71.95074978000048,8016106,110.480975,155.047033
baseline,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,329.089040999861,37.81327656299982,74673183,53.411159,94.655805
baseline,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,142.15320899984363,21.191731253999933,32612315,25.566151,66.875858
baseline,enterprise,ensemble,fast,False,40,0.5232169354564508,0.5899801587301587,0.5906944444444444,0.475,1613.605509000081,268.41955222900015,19997413,399.110179,442.073791
baseline,enterprise,ensemble,quality,True,40,0.5534950398893288,0.5899801587301587,0.6035714285714285,0.475,1736.9530349997149,268.41955222900015,19997413,399.110179,442.073791
baseline,enterprise,ensemble,robust,False,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,2068.9257290005116,268.41955222900015,19997413,399.110179,442.073791
baseline,data-science,ensemble,fast,False,40,0.9443798652334638,0.9916666666666666,0.9675,0.975,10589.13820700036,1331.9044788830006,917220099,2349.188455,2395.204841
baseline,data-science,ensemble,quality,True,40,0.9278098590730673,0.9916666666666666,0.9410714285714287,0.975,11908.40524899977,1331.9044788830006,917220099,2349.188455,2395.204841
baseline,data-science,ensemble,robust,False,40,0.9178174181007902,0.9916666666666666,0.9322916666666666,0.975,2611.2085049999223,1331.9044788830006,917220099,2349.188455,2395.204841
baseline,astro,classical,association,False,40,0.833714038207259,0.8875,0.9145833333333334,0.725,83.13050699962332,50.11306630600029,34361114,65.756999,107.043979
baseline,astro,classical,bm25,False,40,0.8312722975904278,0.8875,0.9208333333333334,0.725,66.45710599968879,50.11306630600029,34361114,65.756999,107.043979
baseline,astro,classical,fusion,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,86.17675300047267,50.11306630600029,34361114,65.756999,107.043979
baseline,astro,classical,topic,False,40,0.8321779745083969,0.8875,0.9145833333333334,0.725,84.26844099994923,50.11306630600029,34361114,65.756999,107.043979
baseline,architecture,adaptive,adaptive,True,40,0.8560699230171966,0.9520833333333334,0.905,0.875,2008.027559999391,145.3557971350001,152558593,219.629255,263.205016
neural-record,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,145.62613599991892,38.569750693999595,17785739,44.176349,89.175947
neural-record,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.3166969997182605,39.066953216999536,4933955,40.036692,81.590546
neural-record,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,98.64107800058264,16.015116436000426,32608496,20.920558,65.047622
neural-record,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,497.95865600026445,20.630330609999874,158821350,38.097152,80.677328
neural-record,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,40.53986199960491,40.39364229600051,23927107,42.341892,84.88932
neural-record,architecture,classical,association,False,40,0.9255793625876316,0.9729166666666667,0.975,0.925,1052.3814919997676,147.59185595200051,172206005,300.781484,346.861618
neural-record,architecture,classical,bm25,False,40,0.8417873692522331,0.8375,0.95,0.65,888.8328769999134,147.59185595200051,172206005,300.781484,346.861618
neural-record,architecture,classical,fusion,True,40,0.9257807641624444,0.9729166666666667,0.975,0.925,1034.7136170003068,147.59185595200051,172206005,300.781484,346.861618
neural-record,architecture,classical,topic,False,40,0.9255793625876316,0.9729166666666667,0.975,0.925,916.159680000419,147.59185595200051,172206005,300.781484,346.861618
neural-record,enterprise,entity-graph,entity,False,40,0.4525282790837736,0.5657738095238095,0.46673611111111113,0.45,54.25004999960947,65.69782159500028,13856388,74.05011,118.233475
neural-record,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,56.53337700005068,65.69782159500028,13856388,74.05011,118.233475
neural-record,enterprise,entity-graph,lexical,False,40,0.5940418860485238,0.6373015873015873,0.6077777777777778,0.55,69.78923099995882,65.69782159500028,13856388,74.05011,118.233475
neural-record,enterprise,entity-graph,traversal,False,40,0.43274149507640913,0.5032738095238095,0.4604166666666667,0.375,58.5399370002051,65.69782159500028,13856388,74.05011,118.233475
neural-record,architecture,ensemble,fast,False,40,0.860373125427927,0.9520833333333334,0.89375,0.875,4696.708825000314,701.4965453640007,458364154,1153.156824,1198.105613
neural-record,architecture,ensemble,quality,True,40,0.8403672877146825,0.9520833333333334,0.8675,0.875,5578.468756999428,701.4965453640007,458364154,1153.156824,1198.105613
neural-record,architecture,ensemble,robust,False,40,0.8560699230171966,0.9520833333333334,0.905,0.875,1869.5016749989009,701.4965453640007,458364154,1153.156824,1198.105613
neural-record,data-science,embeddings,hybrid,True,40,0.8789004393851517,0.975,0.8834325396825398,0.95,1092.1958039998572,66.15165623200028,79076741,151.275185,196.970354
neural-record,data-science,embeddings,lexical,False,40,0.6323564091118224,0.8333333333333334,0.5818749999999999,0.75,969.2869210002755,66.15165623200028,79076741,151.275185,196.970354
neural-record,data-science,embeddings,vector,False,40,0.8791962894255173,0.975,0.87375,0.925,148.86343299986038,66.15165623200028,79076741,151.275185,196.970354
neural-record,data-science,classical,association,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,949.5330070003547,265.13485679600035,266251750,441.705676,484.53542
neural-record,data-science,classical,bm25,False,40,0.9308126691707017,0.9833333333333334,0.940625,0.95,910.9125150007458,265.13485679600035,266251750,441.705676,484.53542
neural-record,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,961.7975019991718,265.13485679600035,266251750,441.705676,484.53542
neural-record,data-science,classical,topic,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,942.2249789986381,265.13485679600035,266251750,441.705676,484.53542
neural-record,enterprise,embeddings,hybrid,True,40,0.6319043854152289,0.6838293650793651,0.64375,0.575,194.526097000562,81.85631683300016,9891587,102.062163,143.053142
neural-record,enterprise,embeddings,lexical,False,40,0.5906691808155105,0.6185515873015872,0.615,0.5,9.772638000868028,81.85631683300016,9891587,102.062163,143.053142
neural-record,enterprise,embeddings,vector,False,40,0.6070458273832384,0.6893849206349206,0.6081547619047619,0.575,188.18233199999668,81.85631683300016,9891587,102.062163,143.053142
neural-record,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.19520500063663349,5.115017979998811,25449713,6.576905,46.79803
neural-record,architecture,entity-graph,entity,False,40,0.8175814821278008,0.9354166666666666,0.8114880952380952,0.825,3145.987896999941,202.81157432200052,318372177,667.353324,709.425877
neural-record,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,3051.837885999703,202.81157432200052,318372177,667.353324,709.425877
neural-record,architecture,entity-graph,lexical,False,40,0.8898418537701088,0.9833333333333334,0.8925000000000001,0.95,2995.665092999843,202.81157432200052,318372177,667.353324,709.425877
neural-record,architecture,entity-graph,traversal,False,40,0.8030291944690846,0.9291666666666666,0.8091666666666667,0.85,2989.8786680005287,202.81157432200052,318372177,667.353324,709.425877
neural-record,astro,ensemble,fast,False,40,0.8261885669345291,0.8875,0.9145833333333334,0.725,3691.3587489998463,287.7994335459989,145852635,573.601558,616.460797
neural-record,astro,ensemble,quality,True,40,0.8245515371800917,0.8875,0.90625,0.725,4210.704014998555,287.7994335459989,145852635,573.601558,616.460797
neural-record,astro,ensemble,robust,False,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,2759.032872001626,287.7994335459989,145852635,573.601558,616.460797
neural-record,architecture,embeddings,hybrid,True,40,0.7708433851860573,0.9354166666666666,0.7881944444444444,0.8,597.3088339997048,29.78729756100074,38304143,94.076497,137.512328
neural-record,architecture,embeddings,lexical,False,40,0.7213464747415359,0.9291666666666666,0.715654761904762,0.825,445.0329009996494,29.78729756100074,38304143,94.076497,137.512328
neural-record,architecture,embeddings,vector,False,40,0.7573070003305074,0.9125,0.7765277777777777,0.775,668.0612489999476,29.78729756100074,38304143,94.076497,137.512328
neural-record,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,348.734229000911,11.328811225999743,76846321,23.563372,69.215913
neural-record,enterprise,classical,association,False,40,0.4721490812236234,0.45863095238095236,0.5625,0.375,45.63917599989509,62.88683089400001,8014930,69.126053,109.519272
neural-record,enterprise,classical,bm25,False,40,0.5893268014207212,0.6456349206349207,0.6059027777777778,0.55,41.71918100109906,62.88683089400001,8014930,69.126053,109.519272
neural-record,enterprise,classical,fusion,True,40,0.43423767296046306,0.4246031746031746,0.5625,0.325,45.92294900066918,62.88683089400001,8014930,69.126053,109.519272
neural-record,enterprise,classical,topic,False,40,0.4667744513587383,0.4622023809523809,0.55,0.375,44.69075899942254,62.88683089400001,8014930,69.126053,109.519272
neural-record,data-science,adaptive,adaptive,True,40,0.9178174181007902,0.9916666666666666,0.9322916666666666,0.975,2649.521856999854,245.0034423140005,266252926,354.776776,396.83109
neural-record,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.8277689998503774,16.836051185000542,8773595,17.848694,60.429166
neural-record,data-science,entity-graph,entity,False,40,0.8082232181770198,0.9666666666666666,0.7966666666666666,0.9,7681.212493000203,468.61629949300004,676957164,1616.711362,1658.993658
neural-record,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,7766.539889998967,468.61629949300004,676957164,1616.711362,1658.993658
neural-record,data-science,entity-graph,lexical,False,40,0.9030992238880928,0.9916666666666666,0.8875,0.975,7450.80258499911,468.61629949300004,676957164,1616.711362,1658.993658
neural-record,data-science,entity-graph,traversal,False,40,0.5120233581543807,0.7958333333333333,0.43548611111111113,0.725,7313.86345700048,468.61629949300004,676957164,1616.711362,1658.993658
neural-record,astro,embeddings,hybrid,True,40,0.7434446547499104,0.9104166666666667,0.73625,0.75,244.33678799869085,64.38287009399937,13779764,88.872618,131.252057
neural-record,astro,embeddings,lexical,False,40,0.8595317947189383,0.8875,0.9541666666666666,0.725,84.24454600026365,64.38287009399937,13779764,88.872618,131.252057
neural-record,astro,embeddings,vector,False,40,0.5064517991429629,0.6770833333333333,0.5192261904761905,0.475,166.950906999773,64.38287009399937,13779764,88.872618,131.252057
neural-record,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.4325049994804431,8.14746323700092,52554726,10.429049,52.307882
neural-record,astro,adaptive,adaptive,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,2741.0243679987616,49.15527302299961,34362290,114.748397,156.918027
neural-record,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,138.01140200121154,140.9089142999983,14940327,145.009592,185.092089
neural-record,astro,entity-graph,entity,False,40,0.6801418974632101,0.8729166666666666,0.6886011904761904,0.725,1082.8642759988725,90.96866306099946,114816438,256.509871,296.875719
neural-record,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1199.3760260011186,90.96866306099946,114816438,256.509871,296.875719
neural-record,astro,entity-graph,lexical,False,40,0.726198653452655,0.825,0.8204166666666668,0.6,1109.8369989995263,90.96866306099946,114816438,256.509871,296.875719
neural-record,astro,entity-graph,traversal,False,40,0.32300205166298396,0.5041666666666667,0.303125,0.35,1086.7533999989973,90.96866306099946,114816438,256.509871,296.875719
neural-record,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1427.7581709993683,65.08101885399992,8016106,100.650627,142.428414
neural-record,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,328.7414139995235,37.90763480900023,74673183,53.436763,96.02925
neural-record,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,144.79608200053917,20.41794824000135,32612315,24.694919,66.285635
neural-record,enterprise,ensemble,fast,False,40,0.5232169354564508,0.5899801587301587,0.5906944444444444,0.475,1560.584109998672,310.59910039399983,22719373,432.224838,474.748661
neural-record,enterprise,ensemble,quality,True,40,0.5560667237718679,0.5899801587301587,0.6035714285714285,0.475,1784.6971420003683,310.59910039399983,22719373,432.224838,474.748661
neural-record,enterprise,ensemble,robust,False,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1590.844067000944,310.59910039399983,22719373,432.224838,474.748661
neural-record,data-science,ensemble,fast,False,40,0.9443798652334638,0.9916666666666666,0.9675,0.975,10205.320107001171,1399.0124789630008,917220248,2336.752438,2380.114805
neural-record,data-science,ensemble,quality,True,40,0.9286505509911679,0.9916666666666666,0.9410714285714287,0.975,13592.505638000148,1399.0124789630008,917220248,2336.752438,2380.114805
neural-record,data-science,ensemble,robust,False,40,0.9178174181007902,0.9916666666666666,0.9322916666666666,0.975,2499.8588079997717,1399.0124789630008,917220248,2336.752438,2380.114805
neural-record,astro,classical,association,False,40,0.833714038207259,0.8875,0.9145833333333334,0.725,79.10292000087793,51.38789665200056,34361114,66.877784,137.202836
neural-record,astro,classical,bm25,False,40,0.8312722975904278,0.8875,0.9208333333333334,0.725,62.07569700018212,51.38789665200056,34361114,66.877784,137.202836
neural-record,astro,classical,fusion,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,89.67047199985245,51.38789665200056,34361114,66.877784,137.202836
neural-record,astro,classical,topic,False,40,0.8321779745083969,0.8875,0.9145833333333334,0.725,84.83004099980462,51.38789665200056,34361114,66.877784,137.202836
neural-record,architecture,adaptive,adaptive,True,40,0.8560699230171966,0.9520833333333334,0.905,0.875,2094.722988000285,151.28346645199963,152558593,234.814592,292.541889
quarter-expansion,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,151.1958049995883,39.17230209399895,17785739,45.396834,90.950982
quarter-expansion,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,4.708880000180216,39.67527189900102,4933955,40.652368,83.168189
quarter-expansion,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,102.75205799916876,16.838379577000524,32608496,21.95726,69.339697
quarter-expansion,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,484.3577989995538,24.310606205001022,158821350,42.435938,87.503053
quarter-expansion,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,40.653572001247085,41.1415590609995,23927107,43.100855,87.766668
quarter-expansion,architecture,classical,association,False,40,0.9172305397819717,0.9729166666666667,0.95,0.925,926.7276979990129,151.6092392390001,172206008,305.084792,350.536636
quarter-expansion,architecture,classical,bm25,False,40,0.8417873692522331,0.8375,0.95,0.65,992.9444980007247,151.6092392390001,172206008,305.084792,350.536636
quarter-expansion,architecture,classical,fusion,True,40,0.9172305397819717,0.9729166666666667,0.95,0.925,959.8505680005474,151.6092392390001,172206008,305.084792,350.536636
quarter-expansion,architecture,classical,topic,False,40,0.9172305397819717,0.9729166666666667,0.95,0.925,833.4182880007575,151.6092392390001,172206008,305.084792,350.536636
quarter-expansion,enterprise,entity-graph,entity,False,40,0.4525282790837736,0.5657738095238095,0.46673611111111113,0.45,65.68568700095057,68.07395143599933,13856388,77.751643,125.071529
quarter-expansion,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,80.93073099917092,68.07395143599933,13856388,77.751643,125.071529
quarter-expansion,enterprise,entity-graph,lexical,False,40,0.5940418860485238,0.6373015873015873,0.6077777777777778,0.55,76.69896900006279,68.07395143599933,13856388,77.751643,125.071529
quarter-expansion,enterprise,entity-graph,traversal,False,40,0.43274149507640913,0.5032738095238095,0.4604166666666667,0.375,69.19672100048047,68.07395143599933,13856388,77.751643,125.071529
quarter-expansion,architecture,ensemble,fast,False,40,0.8608022690572019,0.9520833333333334,0.90625,0.875,4737.181791000694,693.5590608040002,458363805,1153.730821,1197.095929
quarter-expansion,architecture,ensemble,quality,True,40,0.8495246082105335,0.9520833333333334,0.8794047619047619,0.875,11204.952886999308,693.5590608040002,458363805,1153.730821,1197.095929
quarter-expansion,architecture,ensemble,robust,False,40,0.8518232889631128,0.9520833333333334,0.891904761904762,0.875,1716.4584980000654,693.5590608040002,458363805,1153.730821,1197.095929
quarter-expansion,data-science,embeddings,hybrid,True,40,0.60043749109768,0.8895833333333334,0.5200297619047619,0.8,1167.3525999995036,27.02303389699955,79076656,103.443664,149.260485
quarter-expansion,data-science,embeddings,lexical,False,40,0.6323564091118224,0.8333333333333334,0.5818749999999999,0.75,878.4816249990399,27.02303389699955,79076656,103.443664,149.260485
quarter-expansion,data-science,embeddings,vector,False,40,0.3938300811301899,0.7041666666666667,0.29134920634920636,0.675,2.297908000400639,27.02303389699955,79076656,103.443664,149.260485
quarter-expansion,data-science,classical,association,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,876.5639329994883,288.62784847700095,266251753,467.001476,511.448744
quarter-expansion,data-science,classical,bm25,False,40,0.9308126691707017,0.9833333333333334,0.940625,0.95,933.9614729997265,288.62784847700095,266251753,467.001476,511.448744
quarter-expansion,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,974.4878609999432,288.62784847700095,266251753,467.001476,511.448744
quarter-expansion,data-science,classical,topic,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,894.8320090003108,288.62784847700095,266251753,467.001476,511.448744
quarter-expansion,enterprise,embeddings,hybrid,True,40,0.516406878690786,0.5991071428571428,0.541875,0.5,47.6462079986959,68.20171618299901,7169691,72.902178,123.418083
quarter-expansion,enterprise,embeddings,lexical,False,40,0.5906691808155105,0.6185515873015872,0.615,0.5,10.697529000026407,68.20171618299901,7169691,72.902178,123.418083
quarter-expansion,enterprise,embeddings,vector,False,40,0.32558215828649456,0.36924603174603177,0.3771825396825397,0.25,36.13255200070853,68.20171618299901,7169691,72.902178,123.418083
quarter-expansion,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.19102800069958903,5.263087252998957,25449713,6.763346,48.277843
quarter-expansion,architecture,entity-graph,entity,False,40,0.8175814821278008,0.9354166666666666,0.8114880952380952,0.825,3360.437400000592,224.78283313199972,318372177,743.022761,791.584006
