candidate,dataset,family,route,primary,questions,ndcg_at_10,recall_at_10,mrr_at_10,full_qrel_coverage_at_10,p95_ms,double_build_seconds,knowledge_bytes,agent_execution_seconds,native_trial_seconds
quarter-expansion,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,5589.319685999726,224.78283313199972,318372177,743.022761,791.584006
quarter-expansion,architecture,entity-graph,lexical,False,40,0.8898418537701088,0.9833333333333334,0.8925000000000001,0.95,5744.782108999061,224.78283313199972,318372177,743.022761,791.584006
quarter-expansion,architecture,entity-graph,traversal,False,40,0.8030291944690846,0.9291666666666666,0.8091666666666667,0.85,3178.7767650002934,224.78283313199972,318372177,743.022761,791.584006
quarter-expansion,astro,ensemble,fast,False,40,0.8089612475383469,0.8875,0.8854166666666666,0.725,3865.8150820010633,282.9135784730006,145084337,633.517006,681.355673
quarter-expansion,astro,ensemble,quality,True,40,0.8128033717563061,0.8875,0.8875,0.725,5624.865982999836,282.9135784730006,145084337,633.517006,681.355673
quarter-expansion,astro,ensemble,robust,False,40,0.8326584600131275,0.8875,0.9208333333333334,0.725,4399.25083900016,282.9135784730006,145084337,633.517006,681.355673
quarter-expansion,architecture,embeddings,hybrid,True,40,0.7237714735653961,0.9208333333333334,0.7154464285714286,0.8,685.2128750015254,18.22700621199874,38303852,65.306053,118.070884
quarter-expansion,architecture,embeddings,lexical,False,40,0.7213464747415359,0.9291666666666666,0.715654761904762,0.825,623.78138099848,18.22700621199874,38303852,65.306053,118.070884
quarter-expansion,architecture,embeddings,vector,False,40,0.6555841935573563,0.84375,0.6598809523809523,0.65,1.8733130000327947,18.22700621199874,38303852,65.306053,118.070884
quarter-expansion,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,416.32649900020624,14.985673510998822,76846321,28.268632,74.25603
quarter-expansion,enterprise,classical,association,False,40,0.4772435834225347,0.45863095238095236,0.575,0.375,43.58373799914261,61.25194185500004,8014933,67.223556,110.903527
quarter-expansion,enterprise,classical,bm25,False,40,0.5893268014207212,0.6456349206349207,0.6059027777777778,0.55,40.472216001944616,61.25194185500004,8014933,67.223556,110.903527
quarter-expansion,enterprise,classical,fusion,True,40,0.4434644291211766,0.4246031746031746,0.575,0.325,41.794447999564,61.25194185500004,8014933,67.223556,110.903527
quarter-expansion,enterprise,classical,topic,False,40,0.48110404197809953,0.4622023809523809,0.575,0.375,43.01411999767879,61.25194185500004,8014933,67.223556,110.903527
quarter-expansion,data-science,adaptive,adaptive,True,40,0.9141270327970533,0.9833333333333334,0.9322916666666666,0.95,6150.569452998752,297.389852065,266252929,431.726759,475.160202
quarter-expansion,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.760975999990478,21.406003740001324,8773595,22.581746,68.931843
quarter-expansion,data-science,entity-graph,entity,False,40,0.8082232181770198,0.9666666666666666,0.7966666666666666,0.9,7879.055119999975,557.877441339002,676957164,1680.274486,1739.569999
quarter-expansion,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,7060.490713000036,557.877441339002,676957164,1680.274486,1739.569999
quarter-expansion,data-science,entity-graph,lexical,False,40,0.9030992238880928,0.9916666666666666,0.8875,0.975,8496.250793999934,557.877441339002,676957164,1680.274486,1739.569999
quarter-expansion,data-science,entity-graph,traversal,False,40,0.5120233581543807,0.7958333333333333,0.43548611111111113,0.725,7293.329719999747,557.877441339002,676957164,1680.274486,1739.569999
quarter-expansion,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,109.10674899787409,27.279641163000633,13011524,36.468598,83.869396
quarter-expansion,astro,embeddings,lexical,False,40,0.8595317947189383,0.8875,0.9541666666666666,0.725,83.82122200055164,27.279641163000633,13011524,36.468598,83.869396
quarter-expansion,astro,embeddings,vector,False,40,0.5334457484471828,0.6875,0.551875,0.55,19.17948099799105,27.279641163000633,13011524,36.468598,83.869396
quarter-expansion,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.3726959985215217,10.703111701001035,52554726,13.084074,67.742179
quarter-expansion,astro,adaptive,adaptive,True,40,0.8326584600131275,0.8875,0.9208333333333334,0.725,2647.6770769986615,51.033690647000185,34362293,116.833461,162.686085
quarter-expansion,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,142.96992500021588,160.85445223600254,14940327,165.361669,210.333819
quarter-expansion,astro,entity-graph,entity,False,40,0.6801418974632101,0.8729166666666666,0.6886011904761904,0.725,1101.8843230012862,97.16377033499884,114816438,264.49291,308.034115
quarter-expansion,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1171.0862170002656,97.16377033499884,114816438,264.49291,308.034115
quarter-expansion,astro,entity-graph,lexical,False,40,0.726198653452655,0.825,0.8204166666666668,0.6,1072.4584339986905,97.16377033499884,114816438,264.49291,308.034115
quarter-expansion,astro,entity-graph,traversal,False,40,0.32300205166298396,0.5041666666666667,0.303125,0.35,1138.7874479987659,97.16377033499884,114816438,264.49291,308.034115
quarter-expansion,enterprise,adaptive,adaptive,True,40,0.5056922738907149,0.5649801587301587,0.585515873015873,0.45,1328.0168710007274,61.25402910400226,8016109,94.77108,135.273107
quarter-expansion,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,365.32005799745093,38.6237323259993,74673183,54.473163,96.998985
quarter-expansion,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,142.8513139981078,20.391970025000774,32612315,24.709958,69.511326
quarter-expansion,enterprise,ensemble,fast,False,40,0.515119339220484,0.5649801587301587,0.5873214285714285,0.45,1533.0706340027973,262.7751403880029,19997419,372.248254,419.908748
quarter-expansion,enterprise,ensemble,quality,True,40,0.5401874564475949,0.5649801587301587,0.5944444444444444,0.45,1490.6879859991022,262.7751403880029,19997419,372.248254,419.908748
quarter-expansion,enterprise,ensemble,robust,False,40,0.5056922738907149,0.5649801587301587,0.585515873015873,0.45,1544.9629530012317,262.7751403880029,19997419,372.248254,419.908748
quarter-expansion,data-science,ensemble,fast,False,40,0.9307253012666685,0.9833333333333334,0.9550000000000001,0.95,9021.129791999556,1433.304368115998,917220105,2265.22868,2307.549893
quarter-expansion,data-science,ensemble,quality,True,40,0.9242781847515715,0.9833333333333334,0.9410714285714287,0.95,10205.019279001135,1433.304368115998,917220105,2265.22868,2307.549893
quarter-expansion,data-science,ensemble,robust,False,40,0.9141270327970533,0.9833333333333334,0.9322916666666666,0.95,2270.1284979993943,1433.304368115998,917220105,2265.22868,2307.549893
quarter-expansion,astro,classical,association,False,40,0.8326584600131275,0.8875,0.9208333333333334,0.725,80.15504200011492,50.59273445300278,34361117,67.363956,111.750385
quarter-expansion,astro,classical,bm25,False,40,0.8312722975904278,0.8875,0.9208333333333334,0.725,81.0155590006616,50.59273445300278,34361117,67.363956,111.750385
quarter-expansion,astro,classical,fusion,True,40,0.8326584600131275,0.8875,0.9208333333333334,0.725,82.32972100086045,50.59273445300278,34361117,67.363956,111.750385
quarter-expansion,astro,classical,topic,False,40,0.8329268153370929,0.8875,0.9208333333333334,0.725,98.5303199995542,50.59273445300278,34361117,67.363956,111.750385
quarter-expansion,architecture,adaptive,adaptive,True,40,0.8518232889631128,0.9520833333333334,0.891904761904762,0.875,1684.8847469991597,148.66984451200187,152558596,212.141316,257.398255
bm25-low-b,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,139.87230799830286,35.27490778900028,17785739,40.568275,83.118811
bm25-low-b,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.2289650007442106,35.183502943997155,4933955,36.046585,75.853051
bm25-low-b,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,96.0545079979056,15.563547839999956,32608496,20.386716,63.541544
bm25-low-b,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,460.87396800066927,20.43107944499934,158821350,37.539778,80.876614
bm25-low-b,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,40.62381199764786,39.44298590499966,23927107,41.405409,82.752426
bm25-low-b,architecture,classical,association,False,40,0.8993183581083086,0.9645833333333333,0.9333333333333333,0.9,689.4033369972021,134.66635060399858,172206005,256.268926,298.211179
bm25-low-b,architecture,classical,bm25,False,40,0.801131654429249,0.8020833333333334,0.9145833333333334,0.575,696.87506199989,134.66635060399858,172206005,256.268926,298.211179
bm25-low-b,architecture,classical,fusion,True,40,0.8982687155213783,0.9645833333333333,0.9291666666666666,0.9,676.4246099992306,134.66635060399858,172206005,256.268926,298.211179
bm25-low-b,architecture,classical,topic,False,40,0.8990500027843431,0.9645833333333333,0.9333333333333333,0.9,703.4638299992366,134.66635060399858,172206005,256.268926,298.211179
bm25-low-b,enterprise,entity-graph,entity,False,40,0.4525282790837736,0.5657738095238095,0.46673611111111113,0.45,49.59872799736331,60.698194730997784,13856388,67.804784,107.876717
bm25-low-b,enterprise,entity-graph,fusion,True,40,0.47275963568195856,0.5831349206349207,0.47506944444444443,0.5,48.0675050021091,60.698194730997784,13856388,67.804784,107.876717
bm25-low-b,enterprise,entity-graph,lexical,False,40,0.5832760502661439,0.6373015873015873,0.590625,0.55,50.5249609996099,60.698194730997784,13856388,67.804784,107.876717
bm25-low-b,enterprise,entity-graph,traversal,False,40,0.43274149507640913,0.5032738095238095,0.4604166666666667,0.375,50.23767199963913,60.698194730997784,13856388,67.804784,107.876717
bm25-low-b,architecture,ensemble,fast,False,40,0.8675705198381509,0.9604166666666666,0.9091666666666667,0.9,4295.77877599877,584.6651695800028,458363799,1015.200491,1059.375237
bm25-low-b,architecture,ensemble,quality,True,40,0.8519681577190859,0.9604166666666666,0.8800000000000001,0.9,5732.614002998162,584.6651695800028,458363799,1015.200491,1059.375237
bm25-low-b,architecture,ensemble,robust,False,40,0.8579850860692957,0.9604166666666666,0.905,0.9,1903.6153079978249,584.6651695800028,458363799,1015.200491,1059.375237
bm25-low-b,data-science,embeddings,hybrid,True,40,0.60043749109768,0.8895833333333334,0.5200297619047619,0.8,808.8331580001977,20.933874258000287,79076656,84.065574,125.417212
bm25-low-b,data-science,embeddings,lexical,False,40,0.6323564091118224,0.8333333333333334,0.5818749999999999,0.75,778.3501960002468,20.933874258000287,79076656,84.065574,125.417212
bm25-low-b,data-science,embeddings,vector,False,40,0.3938300811301899,0.7041666666666667,0.29134920634920636,0.675,1.990036998904543,20.933874258000287,79076656,84.065574,125.417212
bm25-low-b,data-science,classical,association,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,855.9179490002862,241.31077206999908,266251750,404.214027,446.411039
bm25-low-b,data-science,classical,bm25,False,40,0.9332908981748316,0.9833333333333334,0.9402777777777779,0.95,895.8026279979094,241.31077206999908,266251750,404.214027,446.411039
bm25-low-b,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,997.3382749994926,241.31077206999908,266251750,404.214027,446.411039
bm25-low-b,data-science,classical,topic,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,834.5249679987319,241.31077206999908,266251750,404.214027,446.411039
bm25-low-b,enterprise,embeddings,hybrid,True,40,0.516406878690786,0.5991071428571428,0.541875,0.5,48.407790000055684,64.36799687200255,7169691,69.031416,110.843866
bm25-low-b,enterprise,embeddings,lexical,False,40,0.5906691808155105,0.6185515873015872,0.615,0.5,10.0840330014762,64.36799687200255,7169691,69.031416,110.843866
bm25-low-b,enterprise,embeddings,vector,False,40,0.32558215828649456,0.36924603174603177,0.3771825396825397,0.25,35.73117199994158,64.36799687200255,7169691,69.031416,110.843866
bm25-low-b,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.39299700074479915,5.370358152002154,25449713,6.890945,49.452661
bm25-low-b,architecture,entity-graph,entity,False,40,0.8175814821278008,0.9354166666666666,0.8114880952380952,0.825,3782.933779999439,226.15939968300154,318372177,748.118983,790.434411
bm25-low-b,architecture,entity-graph,fusion,True,40,0.8342284796895436,0.975,0.8125,0.925,3553.1784090017027,226.15939968300154,318372177,748.118983,790.434411
bm25-low-b,architecture,entity-graph,lexical,False,40,0.8793103338381147,0.9770833333333334,0.885,0.95,3706.8682730023284,226.15939968300154,318372177,748.118983,790.434411
bm25-low-b,architecture,entity-graph,traversal,False,40,0.8030291944690846,0.9291666666666666,0.8091666666666667,0.85,3296.4000579995627,226.15939968300154,318372177,748.118983,790.434411
bm25-low-b,astro,ensemble,fast,False,40,0.7793218639293157,0.8708333333333333,0.8548611111111111,0.725,4340.731111999048,283.54304685600073,145084331,607.870777,651.623969
bm25-low-b,astro,ensemble,quality,True,40,0.795670081657849,0.8708333333333333,0.8802083333333334,0.725,4726.363069003128,283.54304685600073,145084331,607.870777,651.623969
bm25-low-b,astro,ensemble,robust,False,40,0.777380336447773,0.8708333333333333,0.8390277777777777,0.725,3048.7011309996888,283.54304685600073,145084331,607.870777,651.623969
bm25-low-b,architecture,embeddings,hybrid,True,40,0.7237714735653961,0.9208333333333334,0.7154464285714286,0.8,498.3321409999917,12.80115974400178,38303852,48.016763,91.77775
bm25-low-b,architecture,embeddings,lexical,False,40,0.7213464747415359,0.9291666666666666,0.715654761904762,0.825,427.85113499849103,12.80115974400178,38303852,48.016763,91.77775
bm25-low-b,architecture,embeddings,vector,False,40,0.6555841935573563,0.84375,0.6598809523809523,0.65,1.6382659996452276,12.80115974400178,38303852,48.016763,91.77775
bm25-low-b,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,354.12132300189114,11.845975771000667,76846321,24.389805,71.049967
bm25-low-b,enterprise,classical,association,False,40,0.4728699201415655,0.45863095238095236,0.5625,0.375,47.68845899889129,84.2495869609993,8014930,90.997213,134.588386
bm25-low-b,enterprise,classical,bm25,False,40,0.5894915401009949,0.6498015873015872,0.6066964285714286,0.55,45.97189800188062,84.2495869609993,8014930,90.997213,134.588386
bm25-low-b,enterprise,classical,fusion,True,40,0.442499636298842,0.4398809523809524,0.5625,0.35,47.7691779997258,84.2495869609993,8014930,90.997213,134.588386
bm25-low-b,enterprise,classical,topic,False,40,0.4780081877907472,0.4622023809523809,0.5625,0.375,49.022938997950405,84.2495869609993,8014930,90.997213,134.588386
bm25-low-b,data-science,adaptive,adaptive,True,40,0.9196591552903186,0.9916666666666666,0.9319444444444445,0.975,3440.588661997026,331.02505477700106,266252926,471.229411,530.553767
bm25-low-b,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,3.2658409982104786,19.804020281000703,8773595,20.936007,65.254605
bm25-low-b,data-science,entity-graph,entity,False,40,0.8082232181770198,0.9666666666666666,0.7966666666666666,0.9,10356.837990002532,656.9667870430021,676957164,2029.85221,2073.8597
bm25-low-b,data-science,entity-graph,fusion,True,40,0.8074350170222658,0.975,0.7835714285714286,0.925,8622.566651996749,656.9667870430021,676957164,2029.85221,2073.8597
bm25-low-b,data-science,entity-graph,lexical,False,40,0.89218685321917,0.9833333333333334,0.8895833333333334,0.95,10429.971861001832,656.9667870430021,676957164,2029.85221,2073.8597
bm25-low-b,data-science,entity-graph,traversal,False,40,0.5120233581543807,0.7958333333333333,0.43548611111111113,0.725,8855.731583000306,656.9667870430021,676957164,2029.85221,2073.8597
bm25-low-b,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,154.16089599966654,34.94963093399929,13011524,47.134821,92.423572
bm25-low-b,astro,embeddings,lexical,False,40,0.8595317947189383,0.8875,0.9541666666666666,0.725,124.60191999707604,34.94963093399929,13011524,47.134821,92.423572
bm25-low-b,astro,embeddings,vector,False,40,0.5334457484471828,0.6875,0.551875,0.55,26.023328999144724,34.94963093399929,13011524,47.134821,92.423572
bm25-low-b,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.6062530010240152,11.66769461000149,52554726,14.884254,88.431358
bm25-low-b,astro,adaptive,adaptive,True,40,0.777380336447773,0.8708333333333333,0.8390277777777777,0.725,5357.102230002056,59.27871824400063,34362290,169.451741,216.770019
bm25-low-b,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,155.25064599933103,167.58021834100145,14940327,172.479684,219.191146
bm25-low-b,astro,entity-graph,entity,False,40,0.6801418974632101,0.8729166666666666,0.6886011904761904,0.725,1382.0948909997242,141.7129695830008,114816438,333.105871,380.414866
bm25-low-b,astro,entity-graph,fusion,True,40,0.6666633672811659,0.8229166666666666,0.7165277777777778,0.65,1211.6654779965756,141.7129695830008,114816438,333.105871,380.414866
bm25-low-b,astro,entity-graph,lexical,False,40,0.7562992627748882,0.8416666666666666,0.83125,0.675,1445.3647590016772,141.7129695830008,114816438,333.105871,380.414866
bm25-low-b,astro,entity-graph,traversal,False,40,0.32300205166298396,0.5041666666666667,0.303125,0.35,1215.9537070001534,141.7129695830008,114816438,333.105871,380.414866
bm25-low-b,enterprise,adaptive,adaptive,True,40,0.5068734091416912,0.5906746031746032,0.5750694444444444,0.475,1650.220788000297,74.26029900899812,8016106,113.975872,159.454346
bm25-low-b,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,342.61821700056316,44.786544315000356,74673183,60.774945,104.198858
bm25-low-b,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,160.8065180007543,25.171321756999532,32612315,30.122005,76.058023
bm25-low-b,enterprise,ensemble,fast,False,40,0.5167544889452367,0.5906746031746032,0.5772916666666666,0.475,1459.7516639987589,278.4189551449999,19997413,392.072793,437.466618
bm25-low-b,enterprise,ensemble,quality,True,40,0.5388422743524227,0.5906746031746032,0.5785714285714285,0.475,1587.1124400000554,278.4189551449999,19997413,392.072793,437.466618
bm25-low-b,enterprise,ensemble,robust,False,40,0.5068734091416912,0.5906746031746032,0.5750694444444444,0.475,1419.4066640011442,278.4189551449999,19997413,392.072793,437.466618
bm25-low-b,data-science,ensemble,fast,False,40,0.939818332139547,0.9916666666666666,0.9550000000000001,0.975,9948.192458999984,1395.8051176120025,917220099,2342.366665,2385.378292
bm25-low-b,data-science,ensemble,quality,True,40,0.937917173751601,0.9916666666666666,0.940625,0.975,12193.155111002852,1395.8051176120025,917220099,2342.366665,2385.378292
bm25-low-b,data-science,ensemble,robust,False,40,0.9196591552903186,0.9916666666666666,0.9319444444444445,0.975,2591.6689159967063,1395.8051176120025,917220099,2342.366665,2385.378292
bm25-low-b,astro,classical,association,False,40,0.7831209998952172,0.8791666666666667,0.8411111111111111,0.725,82.08267200097907,50.26417102599953,34361114,65.149323,108.455211
bm25-low-b,astro,classical,bm25,False,40,0.7862756783794059,0.8708333333333333,0.8477083333333333,0.725,65.50856299872976,50.26417102599953,34361114,65.149323,108.455211
bm25-low-b,astro,classical,fusion,True,40,0.777380336447773,0.8708333333333333,0.8390277777777777,0.725,79.80695600053878,50.26417102599953,34361114,65.149323,108.455211
bm25-low-b,astro,classical,topic,False,40,0.7777582115921147,0.8708333333333333,0.8408333333333333,0.725,80.2491700014798,50.26417102599953,34361114,65.149323,108.455211
bm25-low-b,architecture,adaptive,adaptive,True,40,0.8579850860692957,0.9604166666666666,0.905,0.9,1912.7067090012133,154.69114714900206,152558593,226.7111,268.81289
stronger-titles,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,142.9071610000392,38.401137044998904,17785739,43.823606,86.947727
stronger-titles,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.423903002840234,38.36204994000218,4933955,39.184005,79.300261
stronger-titles,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,98.84799000064959,16.61470680599814,32608496,21.59689,66.474005
stronger-titles,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,450.2409870001429,21.38947185500001,158821350,38.963922,84.573271
stronger-titles,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,47.515500998997595,43.08987992599941,23927107,45.242458,91.185869
stronger-titles,architecture,classical,association,False,40,0.9131563116987886,0.95,0.975,0.9,792.7061829977902,195.93834900100046,172206005,338.445966,383.559631
stronger-titles,architecture,classical,bm25,False,40,0.8237233931556295,0.8083333333333333,0.9625,0.55,891.6922750031517,195.93834900100046,172206005,338.445966,383.559631
stronger-titles,architecture,classical,fusion,True,40,0.9185135776430311,0.9583333333333334,0.975,0.9,808.0148290027864,195.93834900100046,172206005,338.445966,383.559631
stronger-titles,architecture,classical,topic,False,40,0.9131563116987886,0.95,0.975,0.9,817.8569310002786,195.93834900100046,172206005,338.445966,383.559631
stronger-titles,enterprise,entity-graph,entity,False,40,0.4525282790837736,0.5657738095238095,0.46673611111111113,0.45,84.35183000256075,96.61102783599927,13856388,108.871727,155.02721
stronger-titles,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,97.22898999825702,96.61102783599927,13856388,108.871727,155.02721
stronger-titles,enterprise,entity-graph,lexical,False,40,0.5940418860485238,0.6373015873015873,0.6077777777777778,0.55,110.39756500031217,96.61102783599927,13856388,108.871727,155.02721
stronger-titles,enterprise,entity-graph,traversal,False,40,0.43274149507640913,0.5032738095238095,0.4604166666666667,0.375,86.90979200036963,96.61102783599927,13856388,108.871727,155.02721
stronger-titles,architecture,ensemble,fast,False,40,0.8666698105997626,0.9583333333333334,0.89375,0.9,4253.789062000578,651.6845120670005,458363799,1064.220456,1107.434737
stronger-titles,architecture,ensemble,quality,True,40,0.855469463906916,0.9583333333333334,0.8800000000000001,0.9,5214.034313998127,651.6845120670005,458363799,1064.220456,1107.434737
stronger-titles,architecture,ensemble,robust,False,40,0.8629002689877016,0.9583333333333334,0.905,0.9,1668.0845769988082,651.6845120670005,458363799,1064.220456,1107.434737
stronger-titles,data-science,embeddings,hybrid,True,40,0.60043749109768,0.8895833333333334,0.5200297619047619,0.8,831.2768010000582,27.38648723699953,79076656,101.737878,145.123171
stronger-titles,data-science,embeddings,lexical,False,40,0.6323564091118224,0.8333333333333334,0.5818749999999999,0.75,1565.1093359992956,27.38648723699953,79076656,101.737878,145.123171
stronger-titles,data-science,embeddings,vector,False,40,0.3938300811301899,0.7041666666666667,0.29134920634920636,0.675,2.3393589981424157,27.38648723699953,79076656,101.737878,145.123171
stronger-titles,data-science,classical,association,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,851.9173790009518,270.7994934670023,266251750,431.27179,472.848788
stronger-titles,data-science,classical,bm25,False,40,0.9328206725229485,0.9833333333333334,0.9410714285714287,0.95,824.0322239980742,270.7994934670023,266251750,431.27179,472.848788
stronger-titles,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,890.7500979985343,270.7994934670023,266251750,431.27179,472.848788
stronger-titles,data-science,classical,topic,False,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,827.7101390012831,270.7994934670023,266251750,431.27179,472.848788
stronger-titles,enterprise,embeddings,hybrid,True,40,0.516406878690786,0.5991071428571428,0.541875,0.5,47.009118999994826,62.46415932799937,7169691,66.993961,108.851754
stronger-titles,enterprise,embeddings,lexical,False,40,0.5906691808155105,0.6185515873015872,0.615,0.5,10.122268002305645,62.46415932799937,7169691,66.993961,108.851754
stronger-titles,enterprise,embeddings,vector,False,40,0.32558215828649456,0.36924603174603177,0.3771825396825397,0.25,34.564902998681646,62.46415932799937,7169691,66.993961,108.851754
stronger-titles,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.198732999706408,5.279779075000988,25449713,6.764671,49.365444
stronger-titles,architecture,entity-graph,entity,False,40,0.8175814821278008,0.9354166666666666,0.8114880952380952,0.825,2839.833242000168,202.9264271730026,318372177,675.084491,730.76806
stronger-titles,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,4710.959075000574,202.9264271730026,318372177,675.084491,730.76806
stronger-titles,architecture,entity-graph,lexical,False,40,0.8898418537701088,0.9833333333333334,0.8925000000000001,0.95,2871.5845250007987,202.9264271730026,318372177,675.084491,730.76806
stronger-titles,architecture,entity-graph,traversal,False,40,0.8030291944690846,0.9291666666666666,0.8091666666666667,0.85,3105.343219001952,202.9264271730026,318372177,675.084491,730.76806
stronger-titles,astro,ensemble,fast,False,40,0.8208586027259676,0.86875,0.9208333333333334,0.725,3805.391071997292,244.0198242080005,145084331,570.109731,617.962782
stronger-titles,astro,ensemble,quality,True,40,0.8152445126895074,0.86875,0.9125,0.725,4130.722745001549,244.0198242080005,145084331,570.109731,617.962782
stronger-titles,astro,ensemble,robust,False,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,4434.619086001476,244.0198242080005,145084331,570.109731,617.962782
stronger-titles,architecture,embeddings,hybrid,True,40,0.7237714735653961,0.9208333333333334,0.7154464285714286,0.8,390.2720829973987,12.295529584996984,38303852,44.232013,97.740141
stronger-titles,architecture,embeddings,lexical,False,40,0.7213464747415359,0.9291666666666666,0.715654761904762,0.825,387.4014700013504,12.295529584996984,38303852,44.232013,97.740141
stronger-titles,architecture,embeddings,vector,False,40,0.6555841935573563,0.84375,0.6598809523809523,0.65,1.1150559985253494,12.295529584996984,38303852,44.232013,97.740141
stronger-titles,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,334.8808109985839,13.141567774000578,76846321,24.951218,71.2035
stronger-titles,enterprise,classical,association,False,40,0.4721490812236234,0.45863095238095236,0.5625,0.375,41.613199002313195,61.67594833700059,8014930,67.634056,109.581246
stronger-titles,enterprise,classical,bm25,False,40,0.5893268014207212,0.6456349206349207,0.6059027777777778,0.55,40.90803900180617,61.67594833700059,8014930,67.634056,109.581246
stronger-titles,enterprise,classical,fusion,True,40,0.43423767296046306,0.4246031746031746,0.5625,0.325,42.646126999898115,61.67594833700059,8014930,67.634056,109.581246
stronger-titles,enterprise,classical,topic,False,40,0.4667744513587383,0.4622023809523809,0.55,0.375,43.039252999733435,61.67594833700059,8014930,67.634056,109.581246
stronger-titles,data-science,adaptive,adaptive,True,40,0.9191690778762306,0.9916666666666666,0.9322916666666666,0.975,2792.216081998049,243.01896920000218,266252926,358.394018,403.232219
stronger-titles,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.3296270010177977,16.12780042200029,8773595,17.201071,58.70562
stronger-titles,data-science,entity-graph,entity,False,40,0.8082232181770198,0.9666666666666666,0.7966666666666666,0.9,7587.335034000716,486.6903794059981,676957164,1667.198481,1711.346786
stronger-titles,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,8634.081881002203,486.6903794059981,676957164,1667.198481,1711.346786
stronger-titles,data-science,entity-graph,lexical,False,40,0.9030992238880928,0.9916666666666666,0.8875,0.975,7453.814925000188,486.6903794059981,676957164,1667.198481,1711.346786
stronger-titles,data-science,entity-graph,traversal,False,40,0.5120233581543807,0.7958333333333333,0.43548611111111113,0.725,8272.663640997052,486.6903794059981,676957164,1667.198481,1711.346786
stronger-titles,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,106.26553899783175,30.10773233600048,13011524,39.045087,82.924814
stronger-titles,astro,embeddings,lexical,False,40,0.8595317947189383,0.8875,0.9541666666666666,0.725,83.77239900073619,30.10773233600048,13011524,39.045087,82.924814
stronger-titles,astro,embeddings,vector,False,40,0.5334457484471828,0.6875,0.551875,0.55,16.879294002137613,30.10773233600048,13011524,39.045087,82.924814
